track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3fucYASejkSMwtAYjFRKlF,Maria Maria (feat. The Product G&B),Ultimate Santana,Santana,50,0.779,0.631,2,-5.314,1,0.115,0.0485,0.00316,0.0349,0.663,97.927,262160,4
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,86,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
1BwrMGGhPA6GarWIYaFrW8,La Vida Es Un Carnaval,Para La Eternidad,Celia Cruz,69,0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,278867,4
6brxvFu3c7du9SFzXcOw8S,Danza Kuduro - Cover,GEKIATU BEST AGE SONG - CLUB SONG,MUSIC LAB JPN,8,0.739,0.937,0,-4.271,1,0.128,0.0768,0.0,0.191,0.91,130.025,198000,4
3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,3.0,Marc Anthony,78,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,252347,4
228BxWXUYQPJrJYHDLOHkj,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,83,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600,4
73uEbChpBB29ttwVnwuNVE,Oye Cómo Va,El Rey Bravo,Tito Puente,59,0.658,0.738,7,-6.717,1,0.0315,0.747,0.00605,0.0624,0.963,123.261,274019,4
47EiUVwUp4C9fGccaPuUCS,DÁKITI,DÁKITI,Bad Bunny,78,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
2EM9zpAc7PVeoAydmbfVIL,La Camisa Negra,Mi Sangre,Juanes,73,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,216707,4
4tXR895KKljrC2VptgyEhJ,La Gota Fria,Clasicos de la Provincia,Carlos Vives,67,0.718,0.809,1,-10.201,1,0.0511,0.0893,0.0,0.183,0.964,100.848,215493,4
13plQdOoWSSXPRUSZc5FuM,I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,72,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120,4
6jNHpJIBFTJwl3bxWrGF6K,Mi Gente,Mi Gente,J Balvin,52,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,189029,4
3gE4eQH3K83Sght0ZLvuBK,MIA,X 100PRE,Bad Bunny,76,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000485,0.099,0.156,97.055,210368,4
5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,SEX AND LOVE (Deluxe Edition),Enrique Iglesias,70,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,243387,4
