track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2374M0fQpWi3dLnB54qaLX,Africa,Toto IV,TOTO,84,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,The Final Countdown (Expanded Edition),Europe,77,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,The Game (2011 Remaster),Queen,83,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,Highway to Hell,AC/DC,87,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
37BTh5g05cxBIRYMbw8g2T,Rosanna,Toto IV,TOTO,73,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,4
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,Welcome To The Real World,Mr. Mister,71,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933,4
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,JAY-Z,77,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,205733,4
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,82,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,84,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
65E62rOSbm7SZbAMYjNTJq,Pride (In The Name Of Love) - Remastered 2009,The Unforgettable Fire (Deluxe Edition Remastered),U2,69,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,4
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Building The Perfect Beast,Don Henley,77,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
6ADSaE87h8Y3lccZlBJdXH,With Or Without You,The Joshua Tree (Super Deluxe),U2,79,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4
0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,90125 (Deluxe Version),Yes,70,0.744,0.798,7,-5.981,1,0.0364,0.176,0.0037,0.26,0.898,125.059,268507,4
3r6lBKYbdru7e7ky2MiF75,Fading Like A Flower (Every Time You Leave),Joyride (Extended Version),Roxette,65,0.609,0.668,0,-5.738,1,0.026,0.195,0.0,0.219,0.319,105.419,230680,4
5CMVFeYw1PXtd3QcjKBFVh,Word Of Mouth,Word of Mouth,Mike + The Mechanics,2,0.641,0.752,4,-9.472,1,0.0295,0.325,0.000106,0.168,0.488,105.019,236333,4
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Escape (Bonus Track Version),Journey,32,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,Foster The People,86,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
3OeUlriM0EZHdWleJtjoVr,Got My Mind Set On You - Remastered 2004,Cloud Nine,George Harrison,2,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,234653,4
480dDrqG7LO6qDaphHeXlM,Invisible Touch - Remastered 2007,Invisible Touch,Genesis,41,0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,210133,4
1tQ5TSr1tyeQUbHKBee0jv,Here I Go Again,Whitesnake's Greatest Hits,Whitesnake,57,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,232800,4
2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,Invisible Touch,Genesis,32,0.619,0.939,1,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,286320,4
3h04eZTnmFLRMjZajbrp2R,Need You Tonight,Kick (Remastered 2011),INXS,75,0.795,0.63,10,-7.217,0,0.084,0.0419,0.573,0.0894,0.785,108.701,181107,4
5JvsxPAHsGxwNq4xto2HtM,Listen To Your Heart,Look Sharp! (Extended Version),Roxette,76,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4
5nNmj1cLH3r4aA4XDJ2bgY,September,The Eternal Dance,"Earth, Wind & Fire",0,0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827,4
5cBvwieT5RLB9Ro2OOjBoI,Whistle,Whistle,Hoodie Forester,46,0.615,0.748,0,-5.423,1,0.0374,0.062,0.0,0.567,0.485,95.027,125053,4
22c2pt75xtnDddA5Zlm0yy,All Star,All Star Smash Hits,Smash Mouth,0,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,200560,4
