track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila,Camila Cabello,76,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4
3iq9nhbI8fcnNamxMft1uv,Real Friends,Camila,Camila Cabello,55,0.726,0.304,3,-8.677,1,0.131,0.839,0.0,0.0853,0.813,91.97,214387,4
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),The Beautiful & Damned,G-Eazy,78,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa (Deluxe),Dua Lipa,78,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
2gxqozTaq2NYylvS8jd57G,Into It,Camila,Camila Cabello,48,0.569,0.649,11,-8.175,1,0.482,0.451,0.0,0.128,0.441,108.77,175653,4
5eG7Ow1ozFYjsz1xF5CKy0,Lonely Night,Fifth Harmony,Fifth Harmony,40,0.569,0.452,4,-6.392,0,0.0703,0.049,0.0,0.142,0.222,125.083,205307,5
3YB3dT8zhaBxDTXlggRqh6,Angel,Fifth Harmony,Fifth Harmony,47,0.738,0.525,1,-6.298,0,0.0371,0.00339,0.0,0.351,0.13,124.008,189440,4
660JUD1xQLB4XR1dMxUK4x,Dope,7/27 (Deluxe),Fifth Harmony,41,0.719,0.519,0,-6.545,1,0.0494,0.13,0.0,0.0833,0.122,90.995,212627,4
2BnjU9TqIovk0IQ7jJaA4z,"Secret Love Song, Pt. II",Get Weird (Deluxe),Little Mix,0,0.384,0.385,9,-7.252,1,0.0383,0.75,0.0,0.08,0.155,94.415,266920,4
2czTwBUyZHzWXS06IzED4N,Love Me or Leave Me,Get Weird (Deluxe),Little Mix,0,0.517,0.368,9,-5.72,1,0.0291,0.598,0.0,0.0882,0.368,66.996,206493,3
575RK5IvYKYgT8rTgDVrZm,Lightning,Get Weird (Deluxe),Little Mix,0,0.592,0.839,6,-7.197,0,0.238,0.0595,2.59e-06,0.268,0.569,148.401,312200,4
2yMuON1PKeU6cwj8U1MGaj,Weird People,Get Weird (Deluxe),Little Mix,0,0.746,0.877,5,-3.985,0,0.054,0.0143,0.0,0.392,0.783,128.0,211333,4
2h1IPjP471JJRSShTHRUhi,Dangerous Woman,Dangerous Woman,Ariana Grande,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,235947,3
7yHEDfrJNd0zWOfXwydNH0,Into You,Dangerous Woman,Ariana Grande,0,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,244453,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,Closer,The Chainsmokers,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
72jbDTw1piOOj770jWNeaG,Paris,Memories...Do Not Open,The Chainsmokers,77,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Memories...Do Not Open,The Chainsmokers,87,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
7qiZfU4dY1lWllzX7mPBI3,Shape of You,÷ (Deluxe),Ed Sheeran,86,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
0afhq8XCExXpqazXczTSve,Galway Girl,÷ (Deluxe),Ed Sheeran,78,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4
7Izh7zLJGw1Nscd62Exxj4,Believer,Evolve,Imagine Dragons,0,0.762,0.787,10,-4.311,0,0.127,0.0537,0.0,0.126,0.691,125.067,204347,4
7F3uo3304R2CTvOseU3H7u,Whatever It Takes,Evolve,Imagine Dragons,0,0.673,0.667,1,-4.977,1,0.0312,0.0428,0.0,0.127,0.536,134.938,201240,4
26gceVsA1ybT8qsX3aYLEn,Thunder,Evolve,Imagine Dragons,0,0.605,0.813,0,-4.785,1,0.0448,0.00702,0.114,0.145,0.238,167.997,187147,4
38yBBH2jacvDxrznF7h08J,Slow Hands,Flicker (Deluxe),Niall Horan,0,0.734,0.418,0,-6.678,1,0.0425,0.0129,0.0,0.0579,0.868,85.909,188174,4
4wtxYmvivAKHOm4oPGx5Wf,The Tide,Flicker (Deluxe),Niall Horan,0,0.567,0.838,7,-5.217,1,0.0405,0.000765,0.0,0.084,0.627,134.974,200627,4
5LABCxgmP7DATATIJXOh6n,Ever Since New York,Harry Styles,Harry Styles,63,0.389,0.537,10,-6.761,1,0.0309,0.2,3.13e-06,0.125,0.383,127.964,253387,5
4u9Y4Z9i9VaAbBK7rW1Rha,Meet Me in the Hallway,Harry Styles,Harry Styles,65,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,227200,4
6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Strip That Down,Liam Payne,0,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,4
5edBgVtRD0fvWk140Sl21T,Counting Stars,Native,OneRepublic,16,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979,257267,4
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,True,Avicii,16,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,Harry Styles,83,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),Motion,Calvin Harris,75,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,4
3zKST4nk4QJE77oLjUZ0Ng,Hey Brother,True,Avicii,0,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4
7HC3sppue0re7HPfo5zscF,You Make Me,True,Avicii,0,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,233347,4
3ScJy88F8KqGDfWu8XJhHx,If I Lose Myself - Alesso vs OneRepublic,Native,OneRepublic,70,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4
2bNrvWD9d5Zn9tS8XvcaMk,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,I Could Be The One [Avicii vs Nicky Romero],Avicii,0,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316,4
1UZOjK1BwmwWU14Erba9CZ,Malibu,Younger Now,Miley Cyrus,73,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,84,0.715,0.372,5,-8.237,1,0.0443,0.638,0.0,0.169,0.474,91.931,201000,4
2fGxYYMQbVqgIdaqfz2OwA,Younger Now,Younger Now,Miley Cyrus,54,0.548,0.873,4,-4.881,1,0.0618,0.00129,4.55e-05,0.138,0.328,121.918,248773,4
07G5C1wAil4Mp1qjbd3eTR,Week Without You,Younger Now,Miley Cyrus,41,0.456,0.633,7,-6.249,1,0.0375,0.000448,0.0361,0.58,0.521,89.896,224373,4
7llPsildzxzgt6odtSaScQ,Love Someone,Younger Now,Miley Cyrus,39,0.678,0.845,8,-3.636,0,0.0329,0.00496,1.29e-05,0.0572,0.826,99.078,199493,4
7ut4Y7gxOFe3d3rLJQ7i5w,Gorgeous,reputation,Taylor Swift,0,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
4tXsR2Hv3l85TQTwgEn3Um,Teardrops On My Guitar,Taylor Swift,Taylor Swift,0,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,203040,4
1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,I Like Me Better,Lauv,0,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
0Qh38w01QRXK6KHIv0e3hb,What About Us,Beautiful Trauma,P!nk,77,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600,4
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,Beautiful Trauma,P!nk,62,0.412,0.619,7,-6.39,1,0.0723,0.0868,2.55e-06,0.4,0.234,95.943,250053,4
4NbffevAm9frDOlBMDp0hl,Whatever You Want,Beautiful Trauma,P!nk,48,0.573,0.742,2,-3.783,1,0.0432,0.00475,0.0,0.339,0.263,90.053,242813,4
4kUHQ01RTSbI75az5hjdOR,Where We Go,Beautiful Trauma,P!nk,50,0.636,0.74,3,-4.366,1,0.0453,0.00844,0.0,0.163,0.472,115.028,267493,4
4hGZxsGcFnuCJXn25EWj5j,Need Me (feat. Pink),Revival,Eminem,0,0.697,0.664,10,-7.148,1,0.0626,0.00501,0.0,0.304,0.566,104.979,265467,3
107CfwBqfICzcKur8k7UCA,Tragic Endings (feat. Skylar Grey),Revival,Eminem,0,0.634,0.771,4,-4.957,0,0.295,0.429,0.0,0.689,0.522,80.971,252027,4
7EI6Iki24tBHAMxtb4xQN2,Anywhere,Anywhere,Rita Ora,61,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93,215064,4
2kVHAQKVtczchKctctzbtK,Swish Swish,Witness,Katy Perry,0,0.836,0.716,5,-5.211,0,0.0549,0.0196,1.83e-05,0.101,0.534,119.938,242510,4
4c2W3VKsOFoIg2SFaO6DY5,Your Song,Your Song,Rita Ora,60,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959,180757,4
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,67,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
1ue7zm5TVVvmoQV8lK6K2H,Pretty Girl,Pretty Girl,Maggie Lindemann,61,0.456,0.764,10,-3.584,1,0.148,0.298,0.0,0.229,0.383,124.971,219429,5
0R0Xy7144ZdHrzhIMJ1sXh,All For Love,All For Love,Madison Beer,0,0.654,0.745,1,-4.843,0,0.0607,0.0077,3.24e-05,0.0639,0.143,119.89,203680,4
7w4uYVoc4m6RNlTLBiwmWR,California,Calibraska,Jack & Jack,39,0.735,0.627,7,-7.902,1,0.0705,0.0104,0.0,0.0857,0.365,139.953,196286,4
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,73,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,74,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4
0OwX5aROoW1Iip8FV51Efg,Alarm,Alarm,Anne-Marie,54,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,205593,4
5dKyZWlgjWw1oJgLa4GCZD,Cool Girl,Lady Wood,Tove Lo,0,0.671,0.71,9,-6.997,0,0.109,0.335,4.76e-06,0.074,0.233,102.022,199179,4
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,78,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,72,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,216409,4
61WbtB6ujkpNAsAf5LjF4b,Bon appétit,Witness,Katy Perry,0,0.797,0.792,6,-5.758,1,0.0607,0.111,7.88e-05,0.24,0.54,106.038,227822,4
6520aj0B4FSKGVuKNsOCOi,Chained To The Rhythm,Witness,Katy Perry,0,0.448,0.801,0,-5.363,1,0.165,0.0733,0.0,0.146,0.462,189.798,237734,4
21TdkDRXuAB3k90ujRU1et,Cold (feat. Future),Red Pill Blues (Deluxe),Maroon 5,0,0.697,0.716,9,-6.288,0,0.113,0.118,0.0,0.0424,0.506,99.905,234308,4
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,Bruno Mars,80,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Blurryface,Twenty One Pilots,85,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
5cbpoIu3YjoOwbBDGUEp3P,Car Radio,Vessel,Twenty One Pilots,70,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,267720,4
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,French Montana,87,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
1UZ25gykR30Oewh3dBRtVZ,Only,The Pinkprint (International Deluxe Explicit),Nicki Minaj,63,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.369,312027,3
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,80,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,4
51PIvodunv6NmX5250zxAh,The Cure,The Cure,Lady Gaga,0,0.696,0.503,8,-4.842,1,0.0356,0.0745,0.0,0.0869,0.559,99.977,211364,4
3wk0wpKHxdPDQvkHkxqNix,John Wayne,Joanne (Deluxe),Lady Gaga,0,0.604,0.655,11,-5.829,0,0.0313,0.00118,0.000353,0.343,0.503,96.947,174307,4
0gbBzIqrECJOEPvQJIBFs5,Green Light,Melodrama,Lorde,0,0.616,0.714,9,-7.792,1,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,234653,4
1wC93sZRGcTgKLN2UWRSwW,Perfect Places,Melodrama,Lorde,0,0.621,0.574,1,-5.325,0,0.0555,0.00289,3.04e-05,0.128,0.537,104.344,221874,4
5r011NB07RHjABbuVGVIbd,The Louvre,Melodrama,Lorde,0,0.654,0.389,0,-10.053,1,0.0481,0.261,0.0116,0.0891,0.132,123.151,271088,4
5R4HqXCZ6uTjxxnGdLt2S6,Stay Together,Stay Together,Noah Cyrus,48,0.659,0.589,8,-4.004,1,0.0541,0.174,0.0,0.095,0.339,72.015,192732,4
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,American Teen,Khalid,82,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4
3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,0,0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4
7fwXWKdDNI5IutOMc5OKYw,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),J Balvin,0,0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,24K Magic,Bruno Mars,86,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,James Arthur,88,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",us,gnash,76,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
5ooilrQAnOJbUjq7IDm8lY,Safe Inside,Back from the Edge,James Arthur,66,0.317,0.547,8,-6.549,1,0.0366,0.187,0.0,0.121,0.11,117.332,222173,4
3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,4
1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,64,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4
3kGfazcbVvVkuZunzlLgTD,Came Here for Love,Came Here for Love,Sigala,60,0.708,0.868,6,-3.287,1,0.0431,0.0313,0.0,0.122,0.72,124.994,202999,4
0Zxswuv5xzIhxDnsKJLq82,Mercy,Illuminate (Deluxe),Shawn Mendes,0,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,208733,4
3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Revival (Deluxe),Selena Gomez,67,0.811,0.507,5,-7.161,0,0.117,0.0146,2.14e-06,0.342,0.438,111.016,200680,4
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,79,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4
17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,16,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933,4
6OZh916QF8XNunWaP97WEZ,Fast Car,Fast Car,Jonas Blue,0,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,212424,4
6WjmPTZKeDylStKmGHLcqQ,Confident,Confident (Deluxe Edition),Demi Lovato,0,0.607,0.747,3,-6.241,1,0.0667,0.00155,0.000342,0.136,0.336,130.061,205746,4
37f4ITSlgPX81ad2EvmVQr,Fight Song,Wildfire,Rachel Platten,76,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4
3kSXn1osC89W8JcPLozTzs,Stand By You,Wildfire,Rachel Platten,62,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,219000,4
5k5fWendNngd89O8JKoE8L,Better When I'm Dancin',Better When I'm Dancin',Meghan Trainor,74,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4
3cU2wBxuV6nFiuf6PJZNlC,Dear Future Husband,Title (Deluxe),Meghan Trainor,75,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,184227,4
0k5hoseEJnCAbpRh38dNoI,Title,Title (Deluxe),Meghan Trainor,65,0.779,0.754,5,-4.358,1,0.0966,0.343,2.6e-06,0.0965,0.883,89.998,174733,4
2e1N4FhuB08W4iKmYpEftE,Close Your Eyes,Title (Deluxe),Meghan Trainor,45,0.634,0.521,7,-5.748,1,0.0389,0.152,0.0,0.389,0.363,93.97,220267,3
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,76,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4
