track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
153SwL1d9SfCLWhqIs08we,Alison Hell,Alice In Hell,Annihilator,49,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,301053,4
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),Planet Her,Doja Cat,81,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
2WMRd3xAb9FwXopCRNWDq1,Wildfire,SBTRKT,SBTRKT,0,0.835,0.481,0,-7.188,0,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000,4
2KY0QUeRY3IPuJI1gyU9BJ,Steppin' Out,Night And Day,Joe Jackson,53,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,268200,4
3JWEMzwpcWCvu4Qw1BIbYi,Act Naturally,All-Time Greatest Hits,Buck Owens,1,0.552,0.474,7,-6.847,1,0.0275,0.336,0.0,0.173,0.7,92.156,143693,4
1KLhUURHRl72xGO5A94lme,How Ya Do Dat,"All I Have In The World, Are...My Balls And My Word",Young Bleed,51,0.788,0.451,1,-9.313,1,0.318,0.118,0.0,0.134,0.302,89.97,271067,4
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Dreamland,Glass Animals,87,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
3vEmpJQC2p8h0U3OiBufQm,Army of Me,Post,Björk,54,0.462,0.677,6,-9.262,1,0.0327,0.00786,7.15e-05,0.226,0.468,172.192,234333,4
3ZiJwNnZWMSKmUUTvYhIKx,Ghost Division,Art Of War,Sabaton,0,0.339,0.945,4,-3.016,1,0.059,8.78e-05,1.51e-05,0.2,0.466,176.213,231200,4
6Lmx6bz3PGYuNSjKMnYBOa,"Heads Carolina, Tails California",JoDee Messina,Jo Dee Messina,69,0.607,0.815,4,-6.619,1,0.039,0.0471,2.81e-05,0.111,0.57,136.949,209760,4
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,81,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4
72GVdRHK49beKrC1NqRCqj,Roses - Imanbek Remix,While The World Was Burning,SAINt JHN,68,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4
5SbJacDwoaouWkGxG1TrHq,Bury Me Alive,Tear The World Down,We Are The Fallen,45,0.529,0.882,11,-2.962,0,0.0444,0.0208,1.32e-05,0.359,0.179,119.974,286640,4
2pA1EyG0yjSbSoYJM4O16I,Impulse,Ameliorate,An Endless Sporadic,41,0.513,0.763,6,-7.425,0,0.057,0.0717,0.919,0.164,0.532,100.005,265665,4
75lw5aYrDq0TJsbkqCPRIJ,Rock & Roll Queen,Young For Eternity,The Subways,1,0.381,0.746,10,-6.598,0,0.0407,0.000172,0.00101,0.111,0.263,141.518,172533,4
1DqdF42leyFIzqNDv9CjId,Dynamite,Rokstarr,Taio Cruz,72,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,4
