track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2MvvoeRt8NcOXWESkxWn3g,Ribs,Pure Heroine,Lorde,78,0.525,0.472,4,-9.277,1,0.0739,0.534,0.614,0.11,0.0424,127.945,258969,4
43MifzVnh8W3jJN0xqU9jR,Wasted Summers,Wasted Summers,juju<3,80,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,130385,4
19kHhX6f6EfLU7rcO3RqjO,Back On 74,Volcano,Jungle,86,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,209483,4
45wc09gWR3WymUNOx9hT8z,I Know How You Get,Pronounced McGee,Mk.gee,47,0.758,0.722,0,-5.173,1,0.0409,0.467,0.573,0.29,0.862,121.99,290261,4
56NkIxSZZiMpFP5ZNSxtnT,Someday,Is This It,The Strokes,72,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,4
3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,72,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4
12UQIJePnGeLmpVReYpG2w,Sunny day,Beatopia,beabadoobee,65,0.751,0.595,6,-6.422,0,0.0274,0.209,0.00268,0.0881,0.713,92.999,160493,4
3f9Mzvd3URfbbIJBX4pz9Z,Phone Numbers,Phone Numbers,Dominic Fike,73,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,146827,4
1HfsmNlg8xxhOr9N2i4Q0n,Touching Yourself,In the End It Always Does,The Japanese House,66,0.714,0.68,3,-5.989,1,0.026,0.135,1.82e-06,0.229,0.934,108.001,181587,4
6YDydLu0kWJXAuU6WYcbH2,Daisy Chain,Daisy Chain,Pixey,47,0.592,0.867,5,-3.329,1,0.0325,0.0135,0.00463,0.0923,0.836,93.984,166600,4
2sUImfbz5cpAW50SiQla4h,4EVA,KAYTRAMINÉ,KAYTRAMINÉ,62,0.83,0.695,6,-9.445,0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373,4
5pLLiyazbpDHplZz7JCvNm,Hot in NY,Hot in NY,Malcolm Todd,54,0.859,0.679,9,-7.642,0,0.0442,0.204,0.034,0.222,0.838,98.993,118788,4
7to68V64Cu6zk0UDo5tyw3,Confidence,Chiaroscuro,Ocean Alley,76,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,253077,4
6dpLxbF7lfCAnC9QRTjNLK,Home,Home,Good Neighbours,89,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,157486,4
5m5THqRa6jHwKYLMWp2DEW,Loving You,Loving You,Cannons,53,0.708,0.746,3,-6.01,1,0.0565,0.0408,0.00178,0.0815,0.672,111.032,194595,4
6K8VQ84MqhsoakN5MjrnVR,Supercut,Melodrama,Lorde,75,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,277506,4
3qhlB30KknSejmIvZZLjOD,End of Beginning,DECIDE,Djo,98,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,159246,4
6KzI6EM1QYyOq5oudPlcWT,Alive!,Alive!,Bakar,53,0.75,0.736,8,-5.405,0,0.0307,0.517,1.23e-05,0.0866,0.579,97.032,232133,4
7yNf9YjeO5JXUE3JEBgnYc,Babydoll,"Don't Forget About Me, Demos",Dominic Fike,86,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4
2FPmvXIMpjgzJQbUeJo8Iv,Sunshine (feat. Fousheé),Gemini Rights,Steve Lacy,58,0.695,0.69,1,-5.805,0,0.0233,0.0328,0.697,0.113,0.741,92.977,293427,4
7j3zZ2jAjzFD60UjhldhHo,I've Been In Love,Volcano,Jungle,75,0.679,0.506,9,-9.497,0,0.0671,0.421,0.00216,0.434,0.588,114.967,169472,4
4sNG6zQBmtq7M8aeeKJRMQ,Brazil,What Do You Think About the Car?,Declan McKenna,83,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4
3imYkN34og7muZbkSZWLUW,Ms. Poli Sci,Ms. Poli Sci,Paul Russell,61,0.755,0.562,10,-6.828,0,0.174,0.146,0.0,0.0986,0.527,96.503,128705,4
0uI7yAKUf52Cn7y3sYyjiX,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,77,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
7klPHv3HnXdUY3dSfTccNc,Time,Free Nationals,Free Nationals,67,0.469,0.771,5,-7.071,1,0.338,0.518,0.000197,0.0789,0.298,88.968,210385,4
5kJ4BWZ9Y1qFIwwTbMIxYX,The Difference,The Difference,Flume,70,0.56,0.865,1,-1.148,1,0.0907,0.258,0.000162,0.083,0.424,159.963,139663,4
0MJ5wKsPEeihONNfugHGy7,Tip Toe,Tip Toe,HYBS,82,0.687,0.486,11,-8.673,1,0.0579,0.587,0.126,0.115,0.792,163.9,224726,4
2Z5wXgysowvzl0nKGNGU0t,Out of My League,More Than Just a Dream,Fitz and The Tantrums,78,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4
1sx0XsWUusUoPstbvokZjP,AOK,TV,Tai Verdes,71,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
0u4warxXglSh16oXyMEpoB,Good News,Good News,Bakar,52,0.689,0.666,7,-5.147,1,0.0391,0.557,1.9e-06,0.115,0.197,105.006,190348,4
