track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,87,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,140000,4
59NraMJsLaMCVtwXTSia8i,Prada,Prada,cassö,89,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359,4
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),I'm Good (Blue),David Guetta,89,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
4zN21mbAuaD0WqtmaTZZeP,Ferrari,Ferrari,James Hype,80,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,4
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,75,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,148629,3
51TFSMFRYcuNORJ7PIIJCQ,All I Ever Wanted,All I Ever Wanted,Kayote,52,0.735,0.657,9,-8.591,1,0.0505,0.0842,1.18e-06,0.183,0.433,128.048,140156,4
31nfdEooLEq7dn3UMcIeB5,Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,86,0.634,0.824,2,-3.394,0,0.047,0.0908,0.0711,0.119,0.371,137.959,178156,4
20on25jryn53hWghthWWW3,Do It To It,Do It To It,ACRAZE,79,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890,4
7mexjF66Y0kvZXv5c1n0OX,Rakata,Rakata,Kayote,51,0.837,0.818,9,-4.823,0,0.0396,0.0146,0.0686,0.262,0.506,124.003,137419,4
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,84,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,231545,4
48lxT5qJF0yYyf2z4wB4xW,Pedro,Pedro,Jaxomy,90,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,144846,4
6OufwUcCqo81guU2jAlDVP,Love Tonight (Edit),Love Tonight,Shouse,71,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
40WcT6J1754WvooNwpoInS,We F*cked It Up (feat. Junior Skye & Jordan Jade),We F*cked It Up (feat. Junior Skye & Jordan Jade),Sander Divino,49,0.523,0.682,8,-8.884,0,0.0833,0.0771,9.58e-06,0.122,0.748,123.934,108634,4
18asYwWugKjjsihZ0YvRxO,The Motto,The Motto,Tiësto,77,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
7zCZazUBLhb8LZMumVMscU,With You Tonight,With You Tonight,Kayote,44,0.55,0.69,6,-6.362,0,0.0592,0.0483,0.00191,0.0743,0.172,144.939,148138,4
6v4ABPB255HDSWyIj3S9Wn,Lovers In A Past Life (with Rag'n'Bone Man),Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,77,0.752,0.793,9,-3.871,0,0.0423,0.0713,1.71e-05,0.135,0.725,129.992,160650,4
3tFq8IZqLaqnZO0rxbcanH,Jungle - Arcando Remix,Jungle (Remixes),Alok,60,0.582,0.87,1,-3.805,0,0.0595,0.0461,1.19e-05,0.126,0.15,170.17,163846,4
