track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4dxM44QcHvrbTqCtBsNprG,All I Know,Summer With Friends,DaniLeigh,49,0.384,0.667,0,-8.126,0,0.516,0.0621,0.0,0.33,0.72,187.767,163747,4
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,4,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
4KAWjOSWDkVwtgUiz8JZNw,Flexnes,Kom Så Tok Færdiih,Arif,0,0.512,0.531,1,-9.709,0,0.245,0.32,0.0,0.0649,0.482,139.947,354773,4
3FrPtBZqaa8XKuDGyGSpP2,Lollipop,Lollipop,Isah,0,0.773,0.527,0,-9.223,0,0.147,0.0509,0.0,0.254,0.416,138.907,143309,4
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,75,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
6393Du1axGG1NvAMq0OcfU,I Know There's Gonna Be (Good Times),In Colour,Jamie xx,0,0.458,0.595,11,-9.912,0,0.217,0.117,0.0,0.506,0.502,89.571,213622,4
4T3fNx3CgwDRRYgmFCbD4J,Better,Better,Khalid,66,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,4
2ZbvTTHaZIYu9XhnRO44mr,Never Call Me (feat. YG) - Remix,Never Call Me (feat. YG) [Remix],Jhené Aiko,44,0.595,0.419,2,-8.122,0,0.276,0.694,0.0,0.12,0.33,120.14,232240,4
0Zze3tFRSNwL6KllmYjLgZ,Anywhere,Room 112,112,54,0.592,0.499,5,-7.806,1,0.277,0.174,0.0,0.122,0.863,125.824,244416,4
7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,71,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4
1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,TLC,84,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
3xy8karhdpkltgdwj9FGbQ,Stay Lost - Cabu Remix,Stay Lost (Cabu Remix),Joe Hertz,0,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,0.549,109.192,226909,4
232HDN1OQ12Pdw4qb9wzKu,Give You Up - Darius Remix,Crayon - Give You Up,Crayon,0,0.849,0.507,3,-8.763,0,0.0778,0.366,0.686,0.07,0.66,107.982,324896,4
1WNOscEdUrRvDwHotfeAW5,Lying Together,French Kiwi Juice,FKJ,52,0.791,0.729,3,-6.234,0,0.0646,0.456,0.295,0.0957,0.0782,102.023,268861,4
0wY9rA9fJkuESyYm9uzVK5,D'Evils,November,SiR,69,0.784,0.586,1,-3.417,1,0.187,0.00558,0.000286,0.106,0.656,132.169,171818,4
5ix1zdWeAeIZrfrhPVoKVA,Controlla,Never Home,DJ Lizak,0,0.557,0.494,3,-7.579,0,0.478,0.409,0.0,0.0727,0.634,97.072,176666,4
1Vb6R8COnB8cnrSROqaueY,My Love (feat. Drake) - Remix,My Love (feat. Drake) [Remix],Majid Jordan,0,0.644,0.566,5,-8.859,1,0.0394,0.123,0.0225,0.132,0.677,139.96,235262,4
777u4gZI5BYcV8GxAH5nCh,Deep,Deep,Summer Walker,0,0.544,0.37,3,-9.925,0,0.369,0.628,3.45e-05,0.107,0.279,76.823,95390,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Swimming,Mac Miller,68,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4
