track_id,name,album,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6EXV782Zpktyx9NvcwkYN5,Bellevue (feat. D1MA),Bellevue (feat. D1MA),Tobias Rahim,68,0.712,0.526,8,-7.057,0,0.0973,0.128,0.0,0.116,0.529,100.016,154612,4
59NraMJsLaMCVtwXTSia8i,Prada,Prada,cassö,89,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359,4
3rUGC1vUpkDG9CZFHMur1t,greedy,greedy,Tate McRae,95,0.749,0.729,6,-3.19,0,0.0321,0.261,0.0,0.113,0.816,111.004,131872,1
2XxRgaOO73AtKS3bPciDSL,Første Dag,Første Dag,Benjamin Hav,63,0.788,0.585,11,-8.424,0,0.0548,0.16,0.00527,0.11,0.613,121.996,193712,4
48lxT5qJF0yYyf2z4wB4xW,Pedro,Pedro,Jaxomy,90,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,144846,4
0CToGTNJzK0JxMJM6otPON,Indre Stemme,Indre Stemme,Magzim,57,0.713,0.832,6,-6.811,0,0.254,0.0397,3.24e-06,0.294,0.512,137.956,162224,4
43jK7qyJgxFIDSDbTeIjZ6,I Made It (feat. Andreas Odbjerg),I Made It (feat. Andreas Odbjerg),JOSVA,42,0.591,0.675,7,-7.288,1,0.0314,0.0178,0.0,0.398,0.55,137.921,209924,1
0cqiuOOf7cZvp3dTq1AQmA,2 Kanoner,2 Kanoner,Merro8,0,0.776,0.711,9,-5.437,1,0.106,0.294,0.0,0.174,0.81,130.087,160615,4
6XpEm7VJ7TZxZTawH8BCSW,Jump,TYLA,Tyla,82,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,147071,4
0GSoForoOEUELr6W30bDpp,Balaclava,Balaclava,ICEKIID,58,0.919,0.559,2,-6.889,1,0.0995,0.0129,5.23e-06,0.0601,0.796,120.02,149750,4
71JW11U2IpJQBRicrFUzMZ,God Pige (feat. TopGunn),BOYBAND,Danser Med Piger,53,0.729,0.805,10,-7.087,1,0.0682,0.174,0.0,0.318,0.776,101.056,167228,4
0Z7nGFVCLfixWctgePsRk9,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncé,90,0.727,0.711,2,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,233457,4
4Bmua8zRMOEaqV45JbmhAH,Intet Nyt (feat. Gilli),Intet Nyt (feat. Gilli),Merro8,60,0.87,0.688,0,-5.445,1,0.17,0.0476,0.0,0.235,0.607,135.149,174889,4
3cHyrEgdyYRjgJKSOiOtcS,Timber,Global Warming: Meltdown (Deluxe Version),Pitbull,84,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
32gKenhuc62phw2Uyxyinl,CARTIER LINSER,AFRO DANSKER II,ICEKIID,57,0.873,0.849,2,-3.775,1,0.104,0.0665,0.0,0.334,0.798,122.981,146193,4
2B4GHvToeLTOBB4QLzW3Ni,Pepas,La 167,Farruko,69,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
0twnZu2JhBywPQBOX92gSl,For Altid,For Altid,TopGunn,55,0.575,0.561,8,-8.065,0,0.253,0.103,0.0,0.102,0.901,101.423,143451,3
7ARkCctaMpssbrBp8J4w8C,Skrue Løs,Skrue Løs,Omar,39,0.81,0.628,2,-7.662,1,0.109,0.1,5.88e-06,0.244,0.63,152.16,124677,4
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,80,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
3bCduaB1mnwWFYM1PPIcqM,Flyvende Faduma,NYTÅR 2023,Tobias Rahim,26,0.687,0.777,7,-5.905,1,0.0317,0.0632,5.71e-06,0.39,0.573,75.007,198659,4
0LMwmV37RCmBO2so0szAFs,Whatever,Whatever,Kygo,89,0.58,0.777,3,-5.69,1,0.0655,0.104,0.0,0.342,0.589,108.005,178273,4
4vOoQh9MhS9pyrbvc8LyMz,Can't Tame Her,Can't Tame Her,Zara Larsson,69,0.584,0.915,6,-3.199,0,0.11,0.00686,0.000155,0.098,0.57,181.882,196940,4
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,85,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
2GajeoOS17ifAmYX8xxPZw,Ibiza,Mere End Musik,Benny Jamz,56,0.882,0.727,9,-6.539,0,0.259,0.125,0.0,0.113,0.407,133.131,219072,4
0qA2qykpcGdVl3tiiYum4g,Blå Himmel (feat. Hans Philip),BO4L,KESI,57,0.743,0.529,3,-5.292,1,0.107,0.2,0.0,0.244,0.505,102.027,228590,4
5aIVCx5tnk0ntmdiinnYvw,Water,Water,Tyla,91,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,200256,4
14S2VMZRhekYGluotZ4pqg,"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework","Patadas de Ahogado / LATÍN MAFIA, HUMBE (Rework)",HUGEL,77,0.706,0.629,1,-11.408,1,0.0444,0.159,0.34,0.0951,0.471,123.044,186341,4
5BKvRShfSfa1phRGEKkSvb,Danser Med Dæmoner,Danser Med Dæmoner,Baloosh,62,0.755,0.746,7,-5.636,0,0.267,0.402,0.0,0.158,0.433,139.99,161433,4
3ZsAluSu04Fd3LVZzLtv2B,Vi 1,Vi 1,Tobias Rahim,53,0.685,0.828,0,-5.441,1,0.0391,0.138,0.0,0.171,0.411,129.994,169600,4
5GDjJI8Fr1pAb5fXrJQppv,00'er Pige,00'er Pige,Skinz,53,0.826,0.52,11,-6.948,1,0.336,0.0214,0.0,0.122,0.628,98.044,136849,4
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Globalization,Pitbull,85,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
7leW1Dmvs9A4oDh9i5Qwpz,These Words,These Words,Badger,82,0.595,0.989,5,-2.695,1,0.0736,0.017,0.0,0.321,0.223,129.989,136580,4
6vgdJpXbPneI2EwSPifIM4,Dobbeltslag,Fuldmåne 2.0,Joey Moe,48,0.664,0.719,4,-6.447,0,0.0314,0.00865,0.0,0.139,0.545,128.008,200080,4
76ebYJn6WUdOZuYvlqka5r,Færdig Med Pis?,Færdig Med Pis?,Jung,36,0.749,0.694,2,-4.672,1,0.034,0.00439,0.0,0.338,0.85,137.035,172129,4
7DSAEUvxU8FajXtRloy8M0,Flowers,Endless Summer Vacation,Miley Cyrus,91,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,200600,4
5uoLesA4m1zleyXihTECDy,STOR MAND (feat. Andreas Odbjerg),NYTÅR 2023,Tobias Rahim,22,0.668,0.67,5,-6.094,1,0.0459,0.173,0.0,0.191,0.485,145.979,182816,4
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Where Are You Now,Lost Frequencies,80,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
38xttLsyfUwd284fbNjymm,Jumeirah,Jumeirah,ICEKIID,55,0.802,0.839,7,-4.742,1,0.0627,0.109,1.84e-05,0.0886,0.667,102.955,162487,4
2wPGyAND3tFUfR4weYWmuz,OCHO,OCHO,Merro8,53,0.816,0.691,6,-6.681,0,0.167,0.233,0.0,0.184,0.665,134.986,174222,4
4f9wNNZET9wH7eMBgONd3d,Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) [feat. Miley Cyrus],Pharrell Williams,77,0.841,0.624,4,-5.502,0,0.0419,0.0211,0.0,0.0788,0.93,120.03,182222,4
1tsF0UXNJGSehvHRJAcyuQ,Danser Med Piger,NYTÅR 2023,Danser Med Piger,22,0.75,0.726,9,-6.244,1,0.0348,0.000177,2.48e-05,0.22,0.673,126.013,168849,4
69Ar1pyzKXDpFXGgiJptRz,Bare En Dreng,Bare En Dreng,URO,50,0.783,0.604,9,-6.287,1,0.0401,0.367,5.26e-06,0.0912,0.789,138.023,186086,4
4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),For Life (feat. Nile Rodgers),Kygo,79,0.571,0.791,1,-5.935,1,0.0741,0.0494,0.0,0.0612,0.585,122.085,175803,4
2OzUso0YiwKPrwS4mguoZj,I'm So Excited,NYTÅR 2023,The Pointer Sisters,20,0.673,0.828,5,-7.354,0,0.0341,0.111,0.0,0.118,0.78,92.301,228920,4
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Unwritten,Natasha Bedingfield,91,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
5aZzTieCOHU3CfhLJ7FSyS,Til Mit Hjerte Stopper (feat. Kundo),</3,Kind mod Kind,38,0.421,0.907,0,-6.573,0,0.367,0.0779,9.37e-06,0.115,0.194,107.371,203218,5
5RR4sBH4TRqyFp386kf99d,Knokler Hårdt,Ækte Vare,Gilli,54,0.504,0.659,2,-6.411,1,0.0927,0.135,0.0,0.376,0.0766,132.97,245729,4
7kqYzAXxg1Jz9lo15ZXnVo,BTW,AFRO DANSKER II,ICEKIID,48,0.782,0.885,1,-6.065,0,0.0957,0.399,0.000161,0.0955,0.439,119.973,166118,4
13WzDquxQyCnJwQTAf3Xdl,Bump (feat. Lamin),DK GOAT,TopGunn,53,0.845,0.555,1,-4.54,1,0.273,0.12,4.27e-06,0.0767,0.716,94.117,170698,4
6apbx6dP8C1iiPOuu5J20v,Hips Don't Lie (feat. Wyclef Jean),NYTÅR 2023,Shakira,20,0.754,0.813,10,-6.273,0,0.0855,0.234,0.0,0.501,0.763,99.973,216893,4
0GFJI3tJuE9S3su4H8Co2G,Je Ka Jo,Je Ka Jo,ICEKIID,55,0.868,0.741,8,-4.448,0,0.0983,0.168,4.31e-06,0.0894,0.89,112.044,178556,4
0haiAKb6OTVWCcDUWeIFoS,Your World (feat. Albert Heath),Your World (feat. Albert Heath),Skinz,41,0.811,0.672,8,-5.446,1,0.0517,0.0454,4.02e-06,0.153,0.779,105.977,117941,4
05P2XnfYsMtbvajPRcLTzO,You Love Who You Love,You Love Who You Love,Zara Larsson,66,0.778,0.714,6,-3.927,1,0.0631,0.0257,2.82e-05,0.0523,0.43,128.036,185744,4
6DPhRKoYOZC98IfpIkveBu,Stupid Man (feat. Gobs & Thomas Helmig),NYTÅR 2023,Mike Lowrey,21,0.676,0.603,5,-5.641,1,0.0813,0.0253,0.0,0.131,0.459,139.914,157426,4
1fYNJKlLilEEBAKWDKD2vC,Neonlys,Neonlys,Ukendt Kunstner,55,0.796,0.801,11,-4.673,1,0.0316,0.0267,0.0,0.0965,0.71,124.905,187013,4
277dNnpdaPceOiB6lVP8qF,Kærligheden Vinder,Kærligheden Vinder,Kind mod Kind,41,0.691,0.781,11,-6.642,1,0.0434,0.0187,8.25e-06,0.215,0.711,131.008,212589,4
7yJuXfpE4IYmxGgwshVYkY,Rollemodel,Rollemodel,Ude Af Kontrol,50,0.742,0.793,0,-5.441,0,0.0405,0.0409,0.0,0.247,0.496,134.958,178273,4
1O1ixhJISe0RnDPh4dT7MJ,Chancen,Chancen,Skinz,44,0.887,0.866,1,-3.916,0,0.0984,0.0332,0.0,0.0689,0.853,108.015,136477,4
12lDuYTXQcTwgh7whHTl9F,I Wanna Dance with Somebody (Who Loves Me),NYTÅR 2023,Whitney Houston,18,0.708,0.81,1,-8.71,1,0.0405,0.0607,0.00132,0.187,0.879,118.863,292739,4
33oyHkoS7H92RWsecOKn6u,Set My Heart On Fire (I'm Alive x And The Beat Goes On),Set My Heart On Fire (I'm Alive x And The Beat Goes On),Majestic,49,0.551,0.873,0,-5.157,0,0.218,0.0347,6.45e-06,0.0997,0.583,119.988,179017,4
5qxOeTyWa0JAst5fqdrqgu,Drown,Drown,Justin Timberlake,68,0.606,0.58,9,-5.337,0,0.0389,0.382,2.37e-06,0.665,0.34,136.989,260120,4
0YxppAe6Im3CHPJvfgcjOQ,Feberdrømmer Xx Dubai,NYTÅR 2023,Tobias Rahim,20,0.706,0.654,11,-6.648,0,0.0495,0.202,6.76e-06,0.0979,0.438,136.014,221812,4
0Z6qMxDDq3JL3Zqns9ANVM,Passport,Passport,PAY,53,0.861,0.873,8,-4.494,1,0.167,0.15,1.59e-05,0.111,0.543,130.01,139762,4
58rnuK9tOp8iyxgmExeLmA,Solhverv,NYTÅR 2023,Lord Siva,19,0.81,0.674,2,-6.251,0,0.0446,0.00792,1.45e-05,0.0527,0.834,139.949,213125,4
5QoL7jQTeVpOkw3C1XDOLb,ErruDumEllaHvad,NYTÅR 2023,ICEKIID,20,0.922,0.708,8,-5.618,0,0.262,0.281,0.000168,0.279,0.732,104.055,148942,4
0dsNrdmIL3l8dxKhmjI1PP,DIE FOR ME,DIE FOR ME (JEG VIL IKKE VIDE DU FINDES),USSEL,39,0.622,0.899,11,-4.769,0,0.0411,0.0679,3.03e-06,0.134,0.549,149.941,166104,4
